timestamp,request_count,active_users,cpu_usage,memory_usage,db_query_time_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,error_rate
2026-04-01 06:50:00,145,62,33.08,39.06,20.0,89.92,177.6,244.4,0.0037
2026-04-01 06:55:00,147,64,31.52,38.46,19.48,94.33,174.02,280.51,0.0081
2026-04-01 07:00:00,124,57,30.74,35.62,18.22,84.55,149.96,264.29,0.0079
2026-04-01 07:05:00,103,50,29.66,35.76,19.63,84.23,150.49,230.43,0.0082
2026-04-01 07:10:00,146,69,29.85,37.02,22.29,87.26,158.37,245.16,0.0047
2026-04-01 07:15:00,141,64,31.84,37.26,21.24,83.07,150.66,239.59,0.005
2026-04-01 07:20:00,126,57,32.15,36.44,21.12,80.0,161.39,231.22,0.0022
2026-04-01 07:25:00,137,65,29.91,37.33,20.36,85.3,158.34,221.39,0.0022
2026-04-01 07:30:00,149,73,30.88,39.72,23.19,83.3,167.92,212.2,0.0025
2026-04-01 07:35:00,145,67,30.11,42.31,23.56,86.33,170.48,233.93,0.0016
2026-04-01 07:40:00,121,56,30.54,38.48,23.27,82.41,166.88,219.61,0.0037
2026-04-01 07:45:00,135,63,28.74,39.93,23.87,89.8,159.36,241.32,0.0018
2026-04-01 07:50:00,99,45,31.79,37.25,23.21,85.46,166.57,220.17,0.0044
2026-04-01 07:55:00,105,43,30.44,38.3,22.43,82.7,165.27,211.22,0.0039
2026-04-01 08:00:00,360,159,48.15,53.15,29.14,118.06,245.3,334.51,0.0056
2026-04-01 08:05:00,352,154,48.64,53.51,29.4,118.74,257.48,366.16,0.0142
2026-04-01 08:10:00,346,150,46.59,52.7,27.41,114.55,223.76,346.96,0.0129
2026-04-01 08:15:00,350,152,45.87,51.41,25.94,113.12,220.62,354.31,0.0141
2026-04-01 08:20:00,366,159,45.66,52.88,25.66,108.15,228.68,331.02,0.0085
2026-04-01 08:25:00,372,162,44.63,52.91,26.62,111.41,228.46,347.88,0.014
2026-04-01 08:30:00,382,165,45.96,52.8,28.0,112.52,228.73,395.36,0.0189
2026-04-01 08:35:00,346,149,43.38,50.04,28.71,110.76,238.32,350.23,0.013
2026-04-01 08:40:00,360,153,43.74,51.75,27.56,111.11,210.56,358.94,0.0135
2026-04-01 08:45:00,383,165,44.96,54.35,27.87,108.95,213.2,333.46,0.0065
2026-04-01 08:50:00,362,150,44.77,51.4,26.4,108.15,215.15,331.08,0.0065
2026-04-01 08:55:00,390,164,45.56,53.41,26.46,109.31,212.4,350.29,0.0087
2026-04-01 09:00:00,394,168,45.8,52.93,27.14,106.59,227.59,344.75,0.0069
2026-04-01 09:05:00,359,151,45.13,49.35,25.94,103.63,206.57,343.13,0.0072
2026-04-01 09:10:00,381,164,46.92,50.94,27.58,108.66,211.8,375.51,0.0106
2026-04-01 09:15:00,381,167,45.08,50.16,26.16,108.41,188.28,368.72,0.0111
2026-04-01 09:20:00,344,144,42.82,46.75,25.61,96.87,191.12,328.58,0.005
2026-04-01 09:25:00,367,155,45.36,47.82,25.39,102.7,204.46,342.73,0.0064
2026-04-01 09:30:00,362,148,46.43,47.05,23.36,99.72,199.2,310.78,0.0032
2026-04-01 09:35:00,377,156,45.88,47.92,22.63,103.11,206.16,338.71,0.0062
2026-04-01 09:40:00,384,161,45.53,47.64,23.01,103.45,221.39,323.89,0.0047
2026-04-01 09:45:00,375,153,44.1,47.51,24.96,103.31,231.14,334.47,0.0078
2026-04-01 09:50:00,371,156,43.36,47.29,24.18,101.43,197.92,294.23,0.0014
2026-04-01 09:55:00,408,175,47.16,50.47,25.17,107.6,213.58,324.53,0.0053
2026-04-01 10:00:00,385,164,46.76,50.28,25.56,108.84,207.56,320.98,0.0049
2026-04-01 10:05:00,359,156,46.47,49.36,24.64,101.91,199.57,319.01,0.0044
2026-04-01 10:10:00,382,163,47.38,50.58,24.58,102.72,206.44,313.63,0.0031
2026-04-01 10:15:00,380,161,44.78,50.38,24.35,106.1,194.82,323.72,0.0081
2026-04-01 10:20:00,378,156,46.05,49.63,24.04,103.4,205.65,319.29,0.0062
2026-04-01 10:25:00,388,166,46.94,49.69,22.56,103.03,204.67,344.86,0.0085
2026-04-01 10:30:00,369,159,45.66,49.76,22.22,96.34,201.11,320.08,0.0036
2026-04-01 10:35:00,397,173,45.57,49.78,23.34,95.09,196.8,312.62,0.004
2026-04-01 10:40:00,406,178,46.4,50.7,24.58,96.78,183.55,313.4,0.003
2026-04-01 10:45:00,367,163,42.43,48.65,25.02,93.94,186.98,276.78,0.0013
2026-04-01 10:50:00,358,159,43.32,49.09,26.31,100.63,188.83,286.83,0.0037
2026-04-01 10:55:00,372,166,44.02,48.66,25.03,103.72,190.17,315.29,0.007
2026-04-01 11:00:00,370,165,43.56,49.01,24.15,95.11,180.11,264.01,0.0057
2026-04-01 11:05:00,359,160,41.11,49.14,23.14,92.06,174.94,263.62,0.0013
2026-04-01 11:10:00,379,169,45.1,48.57,23.64,98.86,179.85,303.17,0.003
2026-04-01 11:15:00,377,168,44.83,47.91,23.02,97.4,186.26,273.54,0.0017
2026-04-01 11:20:00,365,163,44.49,47.82,23.03,101.02,198.21,297.48,0.0053
2026-04-01 11:25:00,374,164,44.15,49.35,22.65,101.03,200.15,305.24,0.0042
2026-04-01 11:30:00,397,172,43.72,51.17,24.11,101.17,185.3,350.83,0.008
2026-04-01 11:35:00,379,167,42.78,50.96,23.11,96.96,187.24,315.94,0.005
2026-04-01 11:40:00,345,152,40.85,48.03,21.54,91.51,184.03,301.14,0.0015
2026-04-01 11:45:00,371,165,43.94,48.18,22.99,93.19,177.34,309.63,0.0075
2026-04-01 11:50:00,364,160,43.42,48.43,23.93,97.23,180.01,315.92,0.0083
2026-04-01 11:55:00,359,155,42.49,47.34,23.4,97.35,195.07,322.24,0.0058
2026-04-01 12:00:00,517,225,51.72,55.9,27.46,115.51,262.86,361.35,0.011
2026-04-01 12:05:00,536,234,54.26,58.55,29.06,118.85,262.9,387.04,0.0137
2026-04-01 12:10:00,516,224,52.48,57.94,30.33,114.04,241.22,378.41,0.0159
2026-04-01 12:15:00,532,235,56.48,58.51,31.2,119.55,261.85,385.26,0.0171
2026-04-01 12:20:00,467,207,52.27,54.44,30.86,113.26,257.01,362.76,0.0161
2026-04-01 12:25:00,532,240,57.48,59.04,31.79,125.92,273.97,428.61,0.0232
2026-04-01 12:30:00,524,237,56.28,58.97,32.33,118.85,251.96,398.96,0.0187
2026-04-01 12:35:00,486,215,53.94,55.76,31.94,112.69,233.1,354.5,0.0134
2026-04-01 12:40:00,518,232,54.63,55.92,30.99,109.67,216.54,341.48,0.0065
2026-04-01 12:45:00,458,202,49.01,55.05,28.56,102.27,213.01,310.39,0.0023
2026-04-01 12:50:00,529,235,54.67,57.98,29.04,105.78,230.55,354.22,0.0102
2026-04-01 12:55:00,498,219,53.88,57.09,28.91,109.76,214.75,368.45,0.0122
2026-04-01 13:00:00,489,220,50.49,58.32,27.22,109.34,219.75,361.6,0.0101
2026-04-01 13:05:00,528,241,53.34,60.48,27.63,111.6,252.04,369.38,0.0095
2026-04-01 13:10:00,515,233,56.11,59.0,29.04,109.88,248.33,354.13,0.0104
2026-04-01 13:15:00,477,216,54.0,55.43,28.51,102.15,240.24,326.76,0.0043
2026-04-01 13:20:00,450,204,54.12,52.77,25.38,96.82,212.55,301.18,0.0024
2026-04-01 13:25:00,497,227,55.45,56.31,25.21,104.01,237.67,276.63,0.0032
2026-04-01 13:30:00,520,237,55.92,59.34,28.52,107.58,254.13,326.17,0.0055
2026-04-01 13:35:00,542,244,58.84,60.18,30.25,119.03,273.11,385.18,0.014
2026-04-01 13:40:00,554,248,60.14,60.37,29.63,122.31,272.1,444.37,0.0184
2026-04-01 13:45:00,516,231,56.75,59.07,27.26,112.77,258.54,408.41,0.0161
2026-04-01 13:50:00,543,246,56.34,59.9,26.33,109.95,251.33,396.37,0.0126
2026-04-01 13:55:00,524,238,57.07,59.24,27.24,107.8,251.72,358.45,0.0091
2026-04-01 14:00:00,548,247,62.19,60.69,30.51,120.32,284.28,446.13,0.0195
2026-04-01 14:05:00,485,220,54.1,56.73,30.21,108.85,239.41,376.32,0.0104
2026-04-01 14:10:00,492,222,56.48,57.23,28.54,110.64,242.74,375.39,0.0122
2026-04-01 14:15:00,511,232,56.29,60.16,28.68,110.52,237.41,358.21,0.0097
2026-04-01 14:20:00,449,209,51.19,57.0,26.38,103.02,220.52,315.81,0.0039
2026-04-01 14:25:00,523,241,56.56,61.88,28.44,108.23,235.32,352.37,0.0125
2026-04-01 14:30:00,536,248,55.49,61.22,26.9,105.78,231.55,328.21,0.0088
2026-04-01 14:35:00,499,229,53.27,60.0,26.11,101.85,210.98,325.62,0.0055
2026-04-01 14:40:00,502,230,51.41,60.46,25.43,98.76,197.32,314.55,0.0036
2026-04-01 14:45:00,553,253,56.56,61.38,27.39,110.85,241.38,388.09,0.0155
2026-04-01 14:50:00,541,246,59.5,61.17,27.55,108.05,243.35,378.3,0.0117
2026-04-01 14:55:00,512,238,55.85,58.88,26.49,101.94,218.79,309.78,0.0027
2026-04-01 15:00:00,515,238,55.65,57.52,27.03,107.53,246.63,338.8,0.006
2026-04-01 15:05:00,539,249,57.04,59.27,29.4,114.63,248.21,353.05,0.0086
2026-04-01 15:10:00,516,234,56.92,58.71,31.19,117.81,261.21,368.83,0.0109
2026-04-01 15:15:00,478,218,54.5,56.81,30.32,104.41,231.46,316.11,0.0046
2026-04-01 15:20:00,489,225,56.16,57.34,30.03,106.27,234.94,388.38,0.0155
2026-04-01 15:25:00,553,252,59.01,60.62,32.0,113.87,267.94,402.24,0.0163
2026-04-01 15:30:00,534,238,58.03,62.1,32.71,111.16,270.3,402.73,0.0138
2026-04-01 15:35:00,560,250,54.43,62.01,32.32,112.35,242.2,380.38,0.0115
2026-04-01 15:40:00,530,237,54.57,61.08,29.82,106.37,205.14,354.34,0.0109
2026-04-01 15:45:00,535,241,53.64,61.11,30.61,107.96,213.94,348.66,0.0075
2026-04-01 15:50:00,460,211,48.95,55.85,28.75,109.29,208.52,331.0,0.0056
2026-04-01 15:55:00,524,239,55.28,59.41,29.07,112.94,229.26,355.7,0.0109
2026-04-01 16:00:00,451,204,48.19,53.93,26.06,100.08,219.52,316.58,0.0073
2026-04-01 16:05:00,506,226,54.47,56.73,28.13,108.72,269.71,361.92,0.0167
2026-04-01 16:10:00,489,219,53.21,56.07,25.18,101.75,224.59,364.23,0.0152
2026-04-01 16:15:00,481,217,54.96,54.36,25.38,97.21,215.45,335.83,0.008
2026-04-01 16:20:00,526,236,56.14,57.94,25.96,96.52,214.49,327.06,0.0063
2026-04-01 16:25:00,528,238,53.57,57.42,25.12,96.6,212.68,322.63,0.0039
2026-04-01 16:30:00,447,202,48.73,51.83,23.3,87.85,173.69,293.4,0.0011
2026-04-01 16:35:00,497,225,53.67,54.24,23.52,88.36,195.62,302.71,0.0039
2026-04-01 16:40:00,478,214,53.51,56.08,25.59,97.42,220.86,355.45,0.0108
2026-04-01 16:45:00,488,218,52.33,54.86,23.37,95.05,203.66,378.27,0.0124
2026-04-01 16:50:00,539,236,53.76,58.67,25.21,105.03,238.99,403.67,0.0135
2026-04-01 16:55:00,494,217,51.21,55.74,23.91,91.04,185.31,328.22,0.0051
2026-04-01 17:00:00,545,241,56.28,58.63,27.82,106.76,209.95,338.36,0.0071
2026-04-01 17:05:00,461,204,51.56,54.92,26.46,95.67,195.25,329.8,0.006
2026-04-01 17:10:00,514,229,57.63,58.68,26.05,104.78,230.06,394.51,0.0154
2026-04-01 17:15:00,520,233,56.76,58.35,26.87,104.87,227.23,407.75,0.0166
2026-04-01 17:20:00,481,215,51.05,55.02,24.52,97.56,216.22,358.07,0.0125
2026-04-01 17:25:00,519,232,56.02,58.14,27.3,105.3,227.27,358.81,0.0149
2026-04-01 17:30:00,569,252,59.65,61.72,29.32,109.75,255.63,362.35,0.0153
2026-04-01 17:35:00,565,250,59.67,61.29,30.71,108.97,256.24,346.39,0.0106
2026-04-01 17:40:00,524,232,57.72,59.5,29.94,104.18,254.9,344.08,0.0089
2026-04-01 17:45:00,543,239,60.45,60.15,31.02,104.18,226.61,343.89,0.009
2026-04-01 17:50:00,488,217,55.65,56.27,29.19,97.34,203.84,336.6,0.0092
2026-04-01 17:55:00,504,223,57.88,57.41,28.84,98.66,203.94,332.09,0.0068
2026-04-01 18:00:00,346,153,46.89,49.24,26.49,79.12,164.31,242.63,0.0017
2026-04-01 18:05:00,321,142,43.25,48.18,24.18,77.74,169.73,239.54,0.003
2026-04-01 18:10:00,352,158,44.71,50.44,24.8,82.29,171.28,248.69,0.0046
2026-04-01 18:15:00,345,156,45.0,49.15,24.02,82.51,175.11,238.89,0.007
2026-04-01 18:20:00,374,170,45.51,52.38,25.7,88.75,198.06,236.11,0.0033
2026-04-01 18:25:00,342,152,44.73,50.0,24.08,83.11,179.7,254.79,0.0017
2026-04-01 18:30:00,359,162,45.76,50.67,24.08,81.61,178.06,239.38,0.0024
2026-04-01 18:35:00,325,150,43.67,47.34,23.33,79.75,150.9,232.07,0.0018
2026-04-01 18:40:00,324,148,45.36,47.28,25.2,74.1,158.2,219.99,0.0023
2026-04-01 18:45:00,352,161,46.92,49.6,25.18,79.85,165.96,213.85,0.0045
2026-04-01 18:50:00,336,151,45.07,49.46,24.43,81.86,189.54,240.38,0.0081
2026-04-01 18:55:00,296,130,41.61,48.67,22.45,79.36,162.81,256.03,0.0057
2026-04-01 19:00:00,326,142,43.08,50.46,22.35,79.16,165.49,266.13,0.0015
2026-04-01 19:05:00,342,149,44.45,51.22,23.56,75.54,162.62,240.11,0.0017
2026-04-01 19:10:00,331,143,45.46,49.76,23.72,70.35,130.51,237.88,0.0029
2026-04-01 19:15:00,323,139,43.21,48.45,23.38,75.4,158.42,215.33,0.0046
2026-04-01 19:20:00,329,140,42.27,49.68,25.39,78.93,167.56,245.56,0.0013
2026-04-01 19:25:00,340,146,45.09,51.04,24.19,87.12,169.83,262.06,0.001
2026-04-01 19:30:00,314,134,41.92,48.1,25.6,80.4,160.33,255.83,0.0012
2026-04-01 19:35:00,346,150,44.37,50.56,27.3,87.39,180.42,278.21,0.0037
2026-04-01 19:40:00,309,135,40.75,48.89,25.59,86.82,172.91,244.4,0.0047
2026-04-01 19:45:00,329,149,39.76,48.61,25.44,86.32,165.62,253.91,0.0022
2026-04-01 19:50:00,323,149,40.47,48.77,24.54,79.04,154.1,235.99,0.0029
2026-04-01 19:55:00,308,142,41.65,46.76,24.49,88.01,181.99,270.7,0.0036
2026-04-01 20:00:00,304,139,41.16,44.24,25.88,91.44,192.95,263.89,0.0042
2026-04-01 20:05:00,325,149,40.29,45.82,24.85,87.11,177.92,235.33,0.0034
2026-04-01 20:10:00,305,140,39.71,45.46,24.13,85.56,173.6,253.49,0.0023
2026-04-01 20:15:00,319,145,39.92,46.47,23.39,86.17,171.7,255.89,0.0017
2026-04-01 20:20:00,337,155,37.84,50.65,23.3,86.23,160.69,262.68,0.0019
2026-04-01 20:25:00,310,139,37.44,49.15,22.64,77.47,147.05,239.92,0.0018
2026-04-01 20:30:00,315,141,39.73,49.25,22.07,79.49,149.26,255.58,0.0043
2026-04-01 20:35:00,334,151,43.37,50.43,22.93,87.47,163.7,307.82,0.0051
2026-04-01 20:40:00,314,141,44.53,48.56,23.12,86.75,149.03,292.4,0.002
2026-04-01 20:45:00,325,146,45.38,49.93,23.37,87.71,161.87,268.73,0.0026
2026-04-01 20:50:00,325,146,45.87,49.95,21.44,82.63,167.69,244.3,0.0019
2026-04-01 20:55:00,341,151,43.96,50.81,21.85,80.57,172.37,237.36,0.0046
2026-04-01 21:00:00,365,164,47.87,51.2,23.05,81.41,177.07,257.46,0.0045
2026-04-01 21:05:00,371,165,49.34,49.84,25.37,90.05,181.26,314.49,0.0071
2026-04-01 21:10:00,348,155,46.06,48.25,24.59,86.5,172.79,281.36,0.0048
2026-04-01 21:15:00,315,142,44.2,46.96,24.98,80.98,152.83,282.73,0.0035
2026-04-01 21:20:00,315,140,44.27,46.64,24.31,85.26,183.36,311.5,0.0028
2026-04-01 21:25:00,325,145,46.39,47.72,26.07,87.29,181.36,307.19,0.0044
2026-04-01 21:30:00,315,139,44.3,47.07,24.37,82.2,163.79,280.55,0.003
2026-04-01 21:35:00,349,157,44.69,49.51,25.36,85.8,180.96,272.69,0.003
2026-04-01 21:40:00,337,149,42.93,47.89,25.46,85.6,175.28,294.45,0.0029
2026-04-01 21:45:00,305,134,42.15,46.5,25.47,86.03,183.17,267.51,0.0039
2026-04-01 21:50:00,318,138,39.83,46.74,26.96,85.48,164.75,279.02,0.0032
2026-04-01 21:55:00,284,120,33.61,43.52,24.07,81.96,154.65,226.85,0.0015
2026-04-01 22:00:00,96,39,23.76,33.24,21.49,64.74,118.33,173.89,0.0041
2026-04-01 22:05:00,101,43,25.41,35.52,22.69,64.89,101.51,188.43,0.0023
2026-04-01 22:10:00,107,46,26.31,34.43,21.91,64.45,104.87,191.67,0.0038
2026-04-01 22:15:00,99,41,24.07,34.38,22.78,63.39,103.54,169.04,0.0022
2026-04-01 22:20:00,80,35,21.03,34.36,21.32,60.52,101.67,151.54,0.003
2026-04-01 22:25:00,101,43,22.88,37.88,21.66,68.0,116.1,195.08,0.0055
2026-04-01 22:30:00,134,60,26.88,38.78,21.91,69.0,125.48,187.63,0.0031
2026-04-01 22:35:00,130,56,26.47,37.71,19.93,66.63,119.42,172.64,0.0029
2026-04-01 22:40:00,117,49,27.64,35.71,20.39,64.38,124.5,190.36,0.0025
2026-04-01 22:45:00,118,52,26.41,37.09,20.86,66.98,139.24,186.23,0.0027
2026-04-01 22:50:00,125,56,26.59,36.5,20.37,67.62,121.73,183.52,0.0019
2026-04-01 22:55:00,142,65,29.43,37.21,22.48,75.95,140.21,237.56,0.0042
2026-04-01 23:00:00,111,49,26.8,33.75,20.44,66.46,128.05,181.91,0.0026
2026-04-01 23:05:00,115,50,26.84,35.36,18.7,66.84,120.6,170.99,0.003
2026-04-01 23:10:00,134,59,27.53,37.83,21.28,74.51,137.81,198.78,0.003
2026-04-01 23:15:00,123,53,26.0,37.97,21.77,70.73,126.14,187.16,0.003
2026-04-01 23:20:00,100,45,25.69,34.87,21.28,67.75,114.75,168.34,0.0019
2026-04-01 23:25:00,132,55,28.97,37.42,21.45,71.66,121.01,201.12,0.0024
2026-04-01 23:30:00,122,49,28.69,35.22,20.98,69.57,105.58,192.11,0.0037
2026-04-01 23:35:00,127,51,27.98,35.85,19.42,68.55,115.78,187.44,0.0015
2026-04-01 23:40:00,145,54,29.12,37.32,19.65,72.43,130.33,198.81,0.0025
2026-04-01 23:45:00,144,52,31.69,37.73,19.25,71.81,126.39,186.1,0.0025
2026-04-01 23:50:00,122,44,27.51,37.11,18.97,68.11,118.65,165.09,0.0015
2026-04-01 23:55:00,117,44,30.31,36.81,20.37,71.47,119.74,165.04,0.0018
2026-04-02 00:00:00,117,47,29.74,34.77,18.73,67.95,123.39,186.65,0.0025
2026-04-02 00:05:00,143,63,30.77,37.15,20.23,71.22,128.81,197.36,0.004
2026-04-02 00:10:00,106,47,29.4,35.36,19.83,66.08,125.53,193.95,0.0033
2026-04-02 00:15:00,116,52,26.3,35.09,19.92,67.24,121.49,179.36,0.0015
2026-04-02 00:20:00,100,45,27.78,32.92,19.28,68.5,118.52,200.64,0.004
2026-04-02 00:25:00,137,57,32.87,37.11,21.48,74.76,133.76,195.54,0.0016
2026-04-02 00:30:00,125,49,32.65,37.79,20.66,71.22,141.74,207.1,0.0026
2026-04-02 00:35:00,113,45,27.47,37.68,18.14,66.7,139.29,181.21,0.0061
2026-04-02 00:40:00,122,50,29.29,37.21,17.17,68.93,126.15,170.27,0.0094
2026-04-02 00:45:00,148,63,33.3,36.11,17.58,73.16,144.81,156.33,0.0088
2026-04-02 00:50:00,139,58,34.04,36.8,16.74,78.64,144.51,204.74,0.0072
2026-04-02 00:55:00,151,65,31.38,38.02,18.88,76.48,134.99,218.63,0.0045
2026-04-02 01:00:00,151,68,32.6,37.74,19.21,76.25,141.56,218.44,0.0017
2026-04-02 01:05:00,146,68,34.27,38.72,20.82,80.72,156.82,242.33,0.0016
