timestamp,request_count,active_users,cpu_usage,memory_usage,db_query_time_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,error_rate,cpu_change_5m,memory_change_5m,db_change_5m,cpu_2h_mean,cpu_2h_std,memory_2h_mean,memory_2h_std,cpu_percentile,memory_percentile,cpu_memory_stress,cpu_load_stress
2026-04-01 02:20:00,96,46,30.21,37.59,14.54,75.75,130.46,183.03,0.00221,2.337,0.393,-0.518,32.41,2.71,39.94,1.85,11.5,4.0,0.1136,0.0364
2026-04-01 02:25:00,128,61,33.15,39.16,14.34,78.06,123.84,200.69,0.0022,0.424,0.445,0.086,32.35,2.68,39.82,1.79,27.9,12.7,0.1298,0.0528
2026-04-01 02:30:00,119,55,31.06,38.48,14.71,76.74,124.02,193.42,0.00199,-0.284,0.558,0.317,32.11,2.52,39.62,1.66,16.1,8.3,0.1195,0.0461
2026-04-01 02:35:00,143,63,32.58,40.27,14.98,77.34,126.34,214.89,0.0018,1.614,1.091,0.458,31.96,2.36,39.53,1.54,24.8,21.2,0.1312,0.0584
2026-04-01 02:40:00,147,66,34.28,40.66,15.62,79.77,124.28,218.65,0.00203,0.968,-1.052,0.569,31.89,2.27,39.49,1.51,33.1,24.0,0.1394,0.0629
2026-04-01 02:45:00,111,50,34.52,38.17,16.11,81.34,130.96,213.06,0.00301,-0.303,-1.521,0.333,31.89,2.26,39.31,1.38,33.9,6.5,0.1318,0.0477
2026-04-01 02:50:00,109,49,33.68,37.62,16.29,80.44,136.13,203.16,0.00211,-0.751,-0.297,0.121,31.9,2.27,39.2,1.4,30.5,4.1,0.1267,0.0457
2026-04-01 02:55:00,116,53,33.02,37.58,16.35,80.2,141.74,193.27,0.00253,-0.282,0.614,-0.19,31.89,2.26,39.05,1.37,27.2,3.9,0.1241,0.0478
2026-04-01 03:00:00,135,62,33.11,38.85,15.91,81.03,154.98,202.64,0.00202,-0.908,0.138,0.09,31.86,2.24,38.95,1.29,27.7,10.6,0.1286,0.056
2026-04-01 03:05:00,100,48,31.2,37.85,16.53,75.75,137.83,195.06,0.0012,-0.144,-0.509,-0.004,31.63,1.99,38.76,1.08,16.9,5.0,0.1181,0.0391
2026-04-01 03:10:00,95,45,32.82,37.83,15.9,76.12,154.81,204.59,0.00194,0.199,-0.083,-0.286,31.55,1.91,38.64,1.0,26.0,4.9,0.1242,0.039
2026-04-01 03:15:00,83,35,31.6,37.69,15.96,77.0,140.39,199.32,0.00164,0.139,0.265,0.116,31.4,1.74,38.55,0.98,19.1,4.3,0.1191,0.0326
2026-04-01 03:20:00,106,47,33.1,38.36,16.14,78.4,136.22,188.5,0.00236,-0.578,0.106,-0.062,31.44,1.77,38.55,0.99,27.6,7.6,0.127,0.044
2026-04-01 03:25:00,108,49,30.44,37.9,15.84,79.67,150.72,197.67,0.00365,-0.066,-0.757,-0.483,31.41,1.78,38.46,0.95,12.6,5.2,0.1154,0.0412
2026-04-01 03:30:00,107,46,32.97,36.85,15.17,77.83,135.27,206.5,0.00464,2.706,0.142,0.336,31.59,1.71,38.35,0.98,26.9,1.9,0.1215,0.0442
2026-04-01 03:35:00,133,56,35.85,38.18,16.51,80.49,140.24,222.09,0.0033,-0.735,-0.511,-0.379,31.88,1.82,38.32,0.97,37.9,6.6,0.1369,0.0597
2026-04-01 03:40:00,82,35,31.5,35.83,14.41,74.93,127.73,191.65,0.00145,-1.329,1.19,-1.363,31.93,1.79,38.12,0.97,18.6,0.6,0.1129,0.0321
2026-04-01 03:45:00,125,57,33.2,40.56,13.79,81.59,142.02,191.39,0.00189,0.196,2.313,-0.701,32.05,1.78,38.25,1.08,28.2,23.3,0.1346,0.0518
2026-04-01 03:50:00,76,30,31.89,40.45,13.01,75.26,123.59,192.29,0.00158,2.826,1.263,0.6,32.13,1.72,38.33,1.17,20.9,22.4,0.129,0.0305
2026-04-01 03:55:00,135,57,38.85,43.09,14.99,81.4,144.18,211.14,0.00131,0.847,0.314,0.235,32.47,2.18,38.54,1.52,44.3,36.7,0.1674,0.0657
2026-04-01 04:00:00,120,50,33.59,41.08,13.48,75.53,141.41,206.86,0.00121,-3.437,-1.244,-0.91,32.55,2.18,38.67,1.6,30.1,26.9,0.138,0.0504
2026-04-01 04:05:00,115,49,31.97,40.6,13.17,72.33,135.2,207.02,0.00291,-1.746,-0.606,-0.112,32.59,2.16,38.79,1.63,21.4,23.6,0.1298,0.0459
2026-04-01 04:10:00,95,40,30.09,39.87,13.26,70.05,128.18,182.45,0.00291,0.508,-1.043,0.436,32.63,2.09,38.87,1.64,10.9,18.0,0.12,0.0356
2026-04-01 04:15:00,117,49,32.99,38.52,14.04,74.74,136.83,183.44,0.00268,1.737,-0.35,0.44,32.82,1.9,38.88,1.64,27.1,8.5,0.1271,0.0483
2026-04-01 04:20:00,125,54,33.57,39.17,14.14,73.36,118.18,181.43,0.00174,-1.15,-0.85,0.277,32.96,1.82,38.94,1.61,30.0,12.8,0.1315,0.0526
2026-04-01 04:25:00,96,40,30.69,36.82,14.59,75.45,115.64,151.37,0.00113,-2.284,-0.904,0.038,32.86,1.88,38.85,1.67,14.0,1.9,0.113,0.0368
2026-04-01 04:30:00,105,46,29.0,37.36,14.21,79.05,138.12,167.41,0.00118,0.665,0.429,0.248,32.77,2.01,38.8,1.7,6.1,3.2,0.1084,0.0382
2026-04-01 04:35:00,122,55,32.02,37.67,15.09,84.0,146.23,202.16,0.00192,0.917,0.048,0.742,32.75,2.01,38.69,1.68,21.7,4.2,0.1206,0.0487
2026-04-01 04:40:00,107,47,30.83,37.46,15.7,81.54,145.95,216.59,0.00171,-1.57,-0.216,0.026,32.6,2.02,38.56,1.64,14.8,3.5,0.1155,0.0412
2026-04-01 04:45:00,102,43,28.88,37.24,15.14,79.92,139.14,187.55,0.00093,-0.323,0.907,-0.385,32.37,2.11,38.52,1.66,5.7,2.9,0.1076,0.0368
2026-04-01 04:50:00,134,58,30.19,39.27,14.93,79.76,127.33,190.22,0.00224,0.253,1.211,-0.47,32.22,2.14,38.59,1.66,11.4,13.5,0.1186,0.0504
2026-04-01 04:55:00,118,54,29.38,39.66,14.2,72.24,119.65,169.35,0.00251,0.21,0.913,-0.136,32.07,2.21,38.67,1.66,7.7,16.4,0.1166,0.0434
2026-04-01 05:00:00,136,61,30.61,41.1,14.65,77.25,131.37,179.99,0.00196,0.356,1.803,0.562,31.97,2.22,38.77,1.73,13.5,27.0,0.1258,0.052
2026-04-01 05:05:00,144,64,30.1,43.27,15.33,78.02,138.11,196.6,0.00236,-1.129,0.226,0.143,31.92,2.24,38.99,1.95,10.9,37.2,0.1302,0.0541
2026-04-01 05:10:00,124,56,28.35,41.55,14.94,81.83,156.18,196.14,0.00431,0.468,-1.035,-0.111,31.74,2.35,39.15,2.0,3.9,29.9,0.1178,0.0441
2026-04-01 05:15:00,89,41,31.03,41.2,15.1,78.43,155.18,192.23,0.00328,2.328,-0.219,-0.336,31.71,2.35,39.29,2.01,16.0,27.6,0.1279,0.0347
2026-04-01 05:20:00,121,56,33.01,41.12,14.27,80.25,152.93,232.84,0.00329,0.584,-0.936,-0.402,31.71,2.35,39.41,2.04,27.2,27.1,0.1357,0.05
2026-04-01 05:25:00,124,58,32.2,39.33,14.3,81.42,146.62,219.48,0.00341,-0.259,-0.601,0.046,31.78,2.34,39.47,2.01,22.7,14.0,0.1266,0.0499
2026-04-01 05:30:00,120,55,32.49,39.91,14.36,81.62,142.35,200.2,0.00381,0.335,1.219,0.182,31.76,2.33,39.6,1.93,24.3,18.3,0.1297,0.0489
2026-04-01 05:35:00,127,59,32.87,41.76,14.66,80.87,135.84,174.87,0.0016,0.293,1.094,0.127,31.64,2.18,39.75,1.96,26.3,31.0,0.1373,0.052
2026-04-01 05:40:00,158,66,33.08,42.1,14.62,83.62,156.77,219.06,0.00081,-1.666,0.059,0.182,31.7,2.19,40.01,1.83,27.5,32.7,0.1393,0.0655
2026-04-01 05:45:00,142,63,29.54,41.88,15.03,82.64,166.43,183.03,0.00331,-2.445,-1.19,0.071,31.55,2.21,40.06,1.86,8.3,31.6,0.1237,0.0525
2026-04-01 05:50:00,114,50,28.19,39.72,14.76,79.46,156.37,178.93,0.00496,0.468,0.112,0.103,31.4,2.32,40.03,1.86,3.4,16.9,0.112,0.0401
2026-04-01 05:55:00,142,63,30.47,42.11,15.23,78.81,147.44,192.93,0.00448,1.132,1.389,0.544,31.05,1.69,39.99,1.8,12.8,32.7,0.1283,0.0542
2026-04-01 06:00:00,131,63,30.45,42.5,15.85,80.97,135.03,172.78,0.00356,0.121,1.147,0.382,30.92,1.6,40.05,1.86,12.7,34.4,0.1294,0.05
2026-04-01 06:05:00,174,80,30.71,44.4,16.0,86.09,142.0,192.28,0.00339,1.909,-0.336,0.35,30.86,1.59,40.21,2.06,14.1,40.2,0.1364,0.067
2026-04-01 06:10:00,150,74,34.27,41.83,16.55,87.68,164.22,214.69,0.0015,2.708,-1.694,0.448,31.04,1.72,40.29,2.09,33.0,31.4,0.1433,0.0641
2026-04-01 06:15:00,123,63,36.13,41.01,16.89,88.11,154.92,235.47,0.00118,0.669,-1.283,0.076,31.17,1.98,40.39,2.06,38.6,26.4,0.1482,0.0556
2026-04-01 06:20:00,124,63,35.61,39.26,16.7,84.25,139.48,196.42,0.00182,-0.532,-0.561,-0.306,31.25,2.12,40.4,2.05,37.3,13.4,0.1398,0.0554
2026-04-01 06:25:00,133,68,35.07,39.89,16.28,85.7,138.15,199.47,0.00264,-1.241,-0.12,-0.377,31.44,2.26,40.53,1.91,35.7,18.1,0.1399,0.0585
2026-04-01 06:30:00,128,63,33.12,39.02,15.94,78.33,122.45,177.12,0.00144,-1.516,-0.878,-0.278,31.61,2.22,40.59,1.82,27.8,11.8,0.1293,0.0528
2026-04-01 06:35:00,98,46,32.03,38.13,15.73,77.81,124.97,147.49,0.00282,-0.229,0.181,0.385,31.61,2.22,40.61,1.79,21.8,6.3,0.1222,0.0392
2026-04-01 06:40:00,120,53,32.67,39.38,16.71,82.74,138.13,201.24,0.00275,0.796,0.534,0.356,31.69,2.22,40.69,1.68,25.2,14.4,0.1287,0.0492
2026-04-01 06:45:00,109,50,33.63,39.2,16.44,81.83,141.87,195.73,0.00295,1.605,-0.173,-0.037,31.88,2.17,40.78,1.55,30.3,13.0,0.1318,0.0457
2026-04-01 06:50:00,138,61,35.88,39.04,16.64,80.02,142.15,200.21,0.00318,-0.5,-0.873,-0.368,32.12,2.29,40.77,1.56,38.0,11.9,0.1401,0.0618
2026-04-01 06:55:00,119,50,32.63,37.45,15.7,77.81,137.54,157.44,0.00109,-2.015,0.578,-0.545,32.26,2.21,40.67,1.69,24.9,3.5,0.1222,0.0487
2026-04-01 07:00:00,129,54,31.85,40.2,15.55,80.49,140.72,152.77,0.00227,0.264,1.73,-0.108,32.31,2.19,40.64,1.69,20.6,20.6,0.128,0.0512
2026-04-01 07:05:00,124,54,33.16,40.91,15.49,82.48,145.13,186.21,0.00192,1.02,0.475,-0.283,32.43,2.14,40.54,1.59,28.0,25.7,0.1357,0.0514
2026-04-01 07:10:00,125,54,33.89,41.15,14.98,83.82,145.89,177.72,0.00302,-0.397,-0.449,-0.254,32.66,1.98,40.52,1.58,31.3,27.3,0.1394,0.0529
2026-04-01 07:15:00,137,61,32.36,40.02,14.98,81.58,136.62,186.37,0.00366,-1.522,-0.677,-0.224,32.72,1.95,40.47,1.58,23.6,19.0,0.1295,0.0556
2026-04-01 07:20:00,121,56,30.84,39.79,14.54,81.35,158.63,197.3,0.00105,-1.093,-0.165,0.007,32.63,1.98,40.42,1.58,14.9,17.4,0.1227,0.0465
2026-04-01 07:25:00,108,51,30.18,39.69,14.99,82.6,148.18,205.47,0.0025,-0.122,-0.186,0.51,32.55,2.04,40.43,1.57,11.3,16.6,0.1198,0.0407
2026-04-01 07:30:00,112,52,30.6,39.42,15.55,80.24,140.82,194.75,0.00175,0.557,-0.446,0.188,32.47,2.08,40.41,1.58,13.5,14.7,0.1206,0.0427
2026-04-01 07:35:00,122,56,31.29,38.8,15.37,81.7,141.8,189.23,0.00088,0.65,-0.844,0.023,32.4,2.09,40.29,1.59,17.4,10.2,0.1214,0.0478
2026-04-01 07:40:00,106,50,31.9,37.73,15.6,80.81,154.11,199.12,0.00082,1.099,0.805,-0.362,32.35,2.09,40.11,1.62,21.0,4.5,0.1204,0.0422
2026-04-01 07:45:00,135,64,33.49,40.41,14.65,80.16,147.76,201.56,0.00139,0.152,1.324,-0.518,32.52,2.01,40.04,1.58,29.6,22.2,0.1353,0.0566
2026-04-01 07:50:00,115,52,32.2,40.38,14.57,78.62,150.51,208.25,0.00088,-2.02,-0.103,-0.238,32.68,1.79,40.07,1.58,22.7,21.9,0.13,0.0463
2026-04-01 07:55:00,90,44,29.45,40.2,14.17,77.18,137.56,177.82,0.00105,7.021,6.431,1.673,32.64,1.86,39.99,1.52,7.9,20.6,0.1184,0.0332
2026-04-01 08:00:00,381,175,46.25,53.24,17.91,103.98,188.18,310.47,0.00294,8.315,5.835,1.683,33.3,3.29,40.44,3.08,71.4,78.0,0.2462,0.2202
2026-04-01 08:05:00,378,174,46.08,51.87,17.54,101.33,196.44,314.38,0.00463,-0.716,-1.788,-0.103,33.94,4.15,40.75,3.79,70.6,72.4,0.239,0.2176
2026-04-01 08:10:00,367,168,44.82,49.67,17.71,97.58,175.89,269.9,0.00114,-1.686,-1.241,0.119,34.38,4.71,41.08,4.2,65.3,59.8,0.2226,0.2057
2026-04-01 08:15:00,356,165,42.71,49.39,17.78,99.55,194.72,275.7,0.00219,-0.176,0.13,-0.443,34.65,5.0,41.43,4.53,55.8,58.1,0.2109,0.19
2026-04-01 08:20:00,341,155,44.46,49.93,16.82,96.64,180.63,259.14,0.0022,2.577,1.088,-0.079,35.02,5.38,41.87,4.82,63.7,61.2,0.222,0.1894
2026-04-01 08:25:00,355,165,47.86,51.56,17.62,97.93,184.91,309.89,0.00298,2.048,0.666,0.874,35.56,5.99,42.36,5.19,77.1,70.8,0.2468,0.2125
2026-04-01 08:30:00,376,170,48.56,51.26,18.57,102.45,193.04,303.97,0.00134,-0.017,-0.81,0.486,36.2,6.52,42.87,5.44,79.2,69.1,0.2489,0.2285
2026-04-01 08:35:00,338,150,47.83,49.94,18.59,100.71,181.6,300.44,0.00215,-0.178,-0.58,-0.066,36.86,6.87,43.36,5.53,76.9,61.3,0.2389,0.202
2026-04-01 08:40:00,359,160,48.2,50.1,18.44,100.97,206.66,282.91,0.00132,-0.578,0.566,-0.479,37.5,7.18,43.81,5.63,78.3,62.3,0.2415,0.2162
2026-04-01 08:45:00,385,170,46.67,51.08,17.63,98.72,190.75,268.22,0.00119,-0.521,-0.055,-0.639,38.05,7.37,44.3,5.72,73.1,68.0,0.2384,0.2244
2026-04-01 08:50:00,386,170,47.16,49.99,17.16,97.69,171.17,252.66,0.00293,-0.334,-0.2,-0.007,38.52,7.58,44.76,5.72,74.9,61.7,0.2357,0.2273
2026-04-01 08:55:00,377,166,46.0,50.68,17.62,98.71,184.98,266.96,0.00167,0.232,1.008,-0.272,39.07,7.62,45.31,5.62,70.3,65.7,0.2331,0.2165
2026-04-01 09:00:00,392,171,47.62,52.01,16.61,97.42,168.07,261.84,0.00091,2.011,0.172,-0.143,39.73,7.65,45.8,5.67,76.4,73.0,0.2477,0.2332
2026-04-01 09:05:00,396,174,50.02,51.02,17.33,98.92,178.1,262.11,0.00147,-0.375,-1.128,0.229,40.43,7.79,46.22,5.67,82.7,67.7,0.2552,0.2474
2026-04-01 09:10:00,368,162,46.87,49.75,17.07,94.78,163.51,233.8,0.00126,-1.022,-0.935,-0.08,40.98,7.77,46.58,5.61,73.9,60.3,0.2332,0.2156
2026-04-01 09:15:00,384,171,47.98,49.15,17.17,98.34,178.06,267.72,0.00093,0.541,-1.232,0.052,41.63,7.67,46.96,5.45,77.5,56.8,0.2358,0.23
2026-04-01 09:20:00,368,164,47.96,47.29,17.17,96.19,194.08,267.19,0.00182,1.695,-0.407,0.062,42.34,7.41,47.27,5.23,77.4,48.6,0.2268,0.2204
2026-04-01 09:25:00,404,180,51.37,48.34,17.3,100.37,203.15,284.52,0.00155,1.976,1.026,0.432,43.22,7.16,47.63,4.98,85.8,52.9,0.2483,0.2596
2026-04-01 09:30:00,407,183,51.91,49.34,18.04,101.5,186.3,285.79,0.00094,-1.774,0.119,0.098,44.11,6.84,48.05,4.67,87.2,57.9,0.2561,0.2641
2026-04-01 09:35:00,385,170,47.82,48.57,17.49,97.01,165.31,283.9,0.0011,-2.958,0.042,-0.239,44.8,6.3,48.45,4.23,76.9,54.0,0.2323,0.2304
2026-04-01 09:40:00,389,166,45.99,49.42,17.56,100.74,184.98,313.97,0.00343,-0.501,0.184,-0.241,45.39,5.68,48.94,3.57,70.3,58.3,0.2273,0.2235
2026-04-01 09:45:00,378,159,46.82,48.94,17.01,98.45,191.66,285.59,0.00105,0.552,0.807,-0.31,45.94,5.08,49.3,3.07,73.7,55.9,0.2291,0.2214
2026-04-01 09:50:00,396,168,47.1,51.04,16.94,95.95,177.53,280.32,0.0021,-0.372,1.151,0.064,46.56,4.16,49.74,2.43,74.7,67.8,0.2404,0.2334
2026-04-01 09:55:00,403,173,46.07,51.24,17.14,100.51,193.91,272.74,0.00226,-0.37,0.02,0.682,47.26,2.01,50.2,1.35,70.6,69.0,0.2361,0.2324
2026-04-01 10:00:00,368,153,46.36,51.08,18.3,101.4,179.22,270.56,0.00287,0.484,0.235,0.72,47.26,2.01,50.11,1.2,71.9,68.0,0.2368,0.2133
2026-04-01 10:05:00,394,165,47.04,51.72,18.58,100.45,189.5,272.9,0.00272,1.938,0.941,0.725,47.3,1.99,50.1,1.19,74.4,71.5,0.2433,0.2315
2026-04-01 10:10:00,406,171,50.23,52.96,19.75,103.16,209.27,267.29,0.0033,0.403,0.173,0.8,47.53,2.01,50.24,1.32,83.1,76.9,0.266,0.2551
2026-04-01 10:15:00,388,165,47.85,52.06,20.18,103.3,211.1,267.37,0.00329,-1.766,-0.967,-0.176,47.74,1.73,50.35,1.36,77.0,73.3,0.2491,0.2323
2026-04-01 10:20:00,393,164,46.7,51.02,19.4,101.96,205.69,266.92,0.00114,-1.044,-0.005,-0.254,47.83,1.6,50.4,1.36,73.2,67.7,0.2383,0.2296
2026-04-01 10:25:00,376,163,45.76,52.05,19.67,102.01,178.28,288.54,0.00114,0.397,1.519,0.122,47.75,1.65,50.42,1.38,69.4,73.3,0.2382,0.2151
2026-04-01 10:30:00,385,167,47.49,54.06,19.65,101.62,179.86,306.52,0.00288,1.306,1.014,-0.3,47.7,1.64,50.54,1.56,76.0,80.4,0.2568,0.2283
2026-04-01 10:35:00,397,171,48.37,54.08,19.07,99.74,179.6,293.58,0.00264,1.861,-0.153,0.099,47.72,1.65,50.71,1.72,78.7,80.5,0.2616,0.24
2026-04-01 10:40:00,403,175,51.22,53.76,19.84,101.89,187.14,304.05,0.00155,-0.114,-0.686,0.02,47.85,1.8,50.86,1.82,85.4,79.5,0.2753,0.2578
2026-04-01 10:45:00,362,160,48.15,52.71,19.11,95.36,164.82,270.25,0.00111,-1.943,-0.618,-0.588,47.91,1.78,50.93,1.86,78.1,76.1,0.2538,0.2181
2026-04-01 10:50:00,367,160,47.33,52.52,18.67,94.74,193.65,261.0,0.00125,0.856,0.403,0.162,47.92,1.78,51.03,1.87,75.5,75.3,0.2486,0.2174
2026-04-01 10:55:00,381,164,49.86,53.52,19.43,97.86,184.42,274.79,0.00086,0.922,0.224,0.074,48.08,1.77,51.15,1.94,82.3,78.8,0.2668,0.2374
2026-04-01 11:00:00,371,160,49.18,52.97,18.81,97.22,171.7,237.7,0.00097,-1.157,-0.374,-0.602,48.14,1.78,51.19,1.97,80.7,77.0,0.2605,0.2282
2026-04-01 11:05:00,371,160,47.54,52.77,18.23,99.01,173.16,249.23,0.00146,-1.898,-1.364,-0.367,48.04,1.74,51.26,1.99,76.1,76.3,0.2509,0.2204
2026-04-01 11:10:00,335,146,45.38,50.24,18.08,92.78,177.82,259.87,0.00082,0.259,-0.533,0.248,47.98,1.81,51.29,1.98,67.7,63.1,0.228,0.19
2026-04-01 11:15:00,385,172,48.06,51.7,18.72,99.94,189.3,264.75,0.00191,0.874,1.192,0.309,47.98,1.81,51.39,1.93,77.8,71.5,0.2485,0.2313
2026-04-01 11:20:00,381,172,47.13,52.62,18.7,98.83,200.38,236.46,0.00153,-0.543,1.002,0.102,47.95,1.81,51.61,1.73,74.8,75.8,0.248,0.2247
2026-04-01 11:25:00,377,168,46.97,53.71,18.93,92.86,175.67,262.0,0.00099,-0.874,0.621,0.274,47.76,1.67,51.84,1.63,74.2,79.4,0.2523,0.2216
2026-04-01 11:30:00,387,170,45.38,53.87,19.25,96.93,180.67,307.05,0.00268,-1.597,-0.054,-0.267,47.49,1.49,52.03,1.59,67.7,79.8,0.2444,0.2197
2026-04-01 11:35:00,361,157,43.78,53.6,18.4,93.23,176.22,267.89,0.00183,0.64,-0.113,-0.114,47.32,1.67,52.24,1.44,60.5,79.1,0.2347,0.1975
2026-04-01 11:40:00,392,173,46.66,53.64,19.02,99.38,178.24,296.78,0.00277,1.117,0.149,0.365,47.35,1.65,52.41,1.34,73.0,79.2,0.2503,0.2289
2026-04-01 11:45:00,393,175,46.01,53.9,19.13,96.71,166.08,283.21,0.00153,-1.479,-0.675,0.492,47.32,1.67,52.62,1.15,70.4,79.9,0.248,0.226
2026-04-01 11:50:00,370,167,43.7,52.29,20.0,94.97,179.23,251.61,0.00184,-0.292,-0.452,0.663,47.18,1.82,52.67,1.1,60.1,74.4,0.2285,0.202
2026-04-01 11:55:00,390,178,45.43,52.99,20.45,98.71,168.57,261.75,0.00158,4.877,3.359,0.584,47.15,1.85,52.74,1.06,68.0,77.1,0.2407,0.2217
2026-04-01 12:00:00,538,242,53.46,59.01,21.17,105.42,188.23,296.0,0.00163,3.215,2.794,0.155,47.45,2.24,53.07,1.61,91.2,95.1,0.3154,0.3592
2026-04-01 12:05:00,535,241,51.86,58.58,20.76,103.63,199.0,280.0,0.00194,-2.285,-2.315,-0.66,47.65,2.41,53.36,1.93,87.0,94.2,0.3038,0.3467
